"","fragment_ID","jar_nr","run","date","position","cond_organism","incubation","genus","species","colony","col_frag","time_start_L","oxygen_start_L","temp_start_L","saturation_start_L","time_stop_L","oxygen_stop_L","temp_stop_L","saturation_stop_L","salinity_cond_L","temp_cond_L","time_start_D","oxygen_start_D","temp_start_D","saturation_start_D","time_stop_D","oxygen_stop_D","temp_stop_D","saturation_stop_D","light_intensity_L","salinity_cond_D","temp_cond_D","flow_velocity","time_L_min","time_D_min","oxy_L_diff","oxy_D_diff","vol_jar_L","base_O2produced_ug_min","base_O2produced_ug_h","base_O2respiration_ug_min","base_O2respiration_ug_h","mean(base_O2produced_ug_h)","mean(base_O2respiration_ug_h)","net_photo_ug_h","respiration_ug_h","gross_photo_ug_h","surface_cm2","net_photo_ug_h_cm2","respiration_ug_h_cm2","gross_photo_ug_h_cm2"
"180","Spi-B-1","9","1",2021-03-19,"B10","Amu","off-species","stony coral","Spi","B","1",12H 19M 0S,6.73,24.7,100,13H 49M 0S,7.18,25.8,109.2,34.3,23.6,15H 1M 0S,6.56,25.3,98.4,16H 31M 0S,6.19,25.6,93.3,195,34.5,23.5,7.024242937,90,90,449.999999999999,369.999999999999,1.02596,5.12979999999999,307.788,4.21783555555555,253.070133333333,57.1763406593409,36.4522611008327,250.611659340659,216.6178722325,467.229531573159,15.01351318,16.6924061234719,14.4281934305066,31.1205995539785
"181","Spi-B-2","2","9",2021-03-29,"A7","Amu","off-species","stony coral","Spi","B","2",12H 12M 0S,6.8,25.7,101.3,13H 43M 0S,7.12,25.5,106,34.4,23.6,14H 17M 0S,6.61,25.6,98.8,15H 48M 0S,6.38,25.2,94.7,195,34.2,23.6,6.874382174,91,91,320,230,1.02281,3.59669450549451,215.80167032967,2.58512417582418,155.107450549451,10.2386732600733,9.87377419354847,205.562997069597,145.233676355902,350.7966734255,19.23969971,10.6843142132179,7.54864569328054,18.2329599064984
"182","Spi-B-2","10","2",2021-03-20,"B11","Mdi","off-species","stony coral","Spi","B","2",12H 33M 0S,6.69,25.3,99.8,14H 5M 0S,7.19,25.9,107.9,34.3,23.2,14H 35M 0S,6.66,25,99,16H 6M 0S,6.31,25.6,94.8,195,34.3,23.2,7.004665894,92,91,500,350.000000000001,1.01669,5.52548913043478,331.529347826087,3.91034615384616,234.62076923077,43.396084687052,26.5777471949509,288.133263139035,208.043022035819,496.176285174853,19.23969971,14.9759750662468,10.8132156515773,25.789190717824
"183","Spi-B-2","3","8",2021-03-28,"A11","Spi","within-species","stony coral","Spi","B","2",12H 13M 0S,6.85,25.1,101.7,13H 43M 0S,7.21,25.5,107.8,34.6,23.3,14H 14M 0S,6.47,25.6,97.4,15H 45M 0S,6.14,25.3,91.6,200,34.7,23.1,7.051835362,90,91,360,330,1.02549,4.10196,246.1176,3.71880989010989,223.128593406593,-33.2703260869564,61.2173999999999,279.387926086957,161.911193406594,441.29911949355,19.23969971,14.5214286240519,8.41547403790501,22.9369026619569
"184","Spi-B-2","11","16",2021-04-05,"B12","Hsp","off-species","macroalgae","Spi","B","2",12H 28M 0S,6.57,25.3,99.7,13H 58M 0S,7.07,25.6,107.4,34.2,22.9,14H 28M 0S,6.6,25.1,100,15H 58M 0S,6.2,25.5,94.4,198,34.2,23.3,6.788963055,90,90,500,399.999999999999,1.0185,5.65833333333333,339.5,4.52666666666666,271.6,23.8043666666668,37.4078333333331,315.695633333333,234.192166666667,549.8878,19.23969971,16.4085530487385,12.1723400155223,28.5808930642608
"185","Spi-B-2","7","11",2021-03-31,"B7","Xsp","off-species","soft coral","Spi","B","2",12H 21M 0S,6.76,25.4,101.4,13H 53M 0S,7.16,25.4,107.3,34.6,23.3,14H 22M 0S,6.57,25.5,98.8,15H 53M 0S,6.28,25.5,94.6,199,34.4,23.5,6.989082655,92,91,400,290,1.023,4.44782608695653,266.869565217392,3.26010989010989,195.606593406593,-9.97992391304327,32.9899429347828,276.849489130435,162.616650471811,439.466139602245,19.23969971,14.3894911720758,8.45214077781522,22.841631949891
"186","Spi-B-2","4","4",2021-03-22,"A12","Ssp","off-species","soft coral","Spi","B","2",12H 14M 0S,6.85,24.5,101.2,13H 44M 0S,7.29,25.5,109.4,34.2,23.1,14H 20M 0S,6.6,25.4,99.1,15H 50M 0S,6.27,25.2,92.5,198,34.4,23.1,7.370305346,90,90,440,330,1.0268,5.01991111111112,301.194666666667,3.76493333333333,225.896,51.0097000000001,64.6107666666668,250.184966666667,161.285233333333,411.4702,19.23969971,13.0035796003942,8.382939222773,21.3865188231672
"187","Spi-B-2","4","15",2021-04-04,"A12","Hcn","off-species","sponge","Spi","B","2",12H 33M 0S,6.39,25.4,98,14H 3M 0S,6.89,25.8,105.7,34.4,23.5,14H 36M 0S,6.48,25.8,99.8,16H 6M 0S,6.19,25.6,94.7,198,34.2,23.7,7.370305346,90,90,500,290,1.0268,5.70444444444444,342.266666666667,3.30857777777778,198.514666666667,27.2049333333334,16.96586007326,315.061733333333,181.548806593407,496.61053992674,19.23969971,16.3756055490605,9.43615593433847,25.8117614833989
"188","Spi-B-2","4","5",2021-03-24,"A12","Csp","off-species","macroalgae","Spi","B","2",12H 20M 0S,6.89,25.5,103.2,13H 52M 0S,7.32,25.4,1102,34.1,23.5,14H 24M 0S,6.56,25.9,99.3,15H 55M 0S,6.29,25.2,94.4,198,34.2,23.3,7.370305346,92,91,430.000000000001,270,1.0268,4.79917391304348,287.950434782609,3.04654945054945,182.792967032967,2.5889306636152,-6.30129949121199,285.361504118994,189.094266524179,474.455770643173,19.23969971,14.8319104986173,9.82833772742801,24.6602482260453
"189","Spi-C-1","7","7",2021-03-27,"B7","Spi","within-species","stony coral","Spi","C","1",12H 24M 0S,7.08,25.7,106.9,13H 54M 0S,7.37,24,108,34.3,23.1,14H 30M 0S,6.43,27.1,99.2,15H 50M 0S,6.19,25.2,92.8,199,34.4,23.1,6.989082655,90,80,290,239.999999999999,1.023,3.29633333333333,197.78,3.06899999999999,184.139999999999,-13.622933333333,-38.7994936708859,211.402933333333,222.939493670885,434.342427004218,14.03058716,15.0672905504643,15.8895341391319,30.9568246895961
"190","Spi-C-1","6","12",2021-04-01,"B4","Ssp","off-species","soft coral","Spi","C","1",12H 18M 0S,6.6,25.7,99.9,13H 50M 0S,6.9,25.4,103.6,34.6,23.3,14H 18M 0S,6.55,25.6,99.2,15H 49M 0S,6.3,25.5,95.6,200,34.4,23.5,6.878144835,92,91,300.000000000001,250,1.02353,3.33759782608696,200.255869565218,2.8118956043956,168.713736263736,-22.9680399719493,6.65210869565203,223.223909537167,162.061627568084,385.285537105251,14.03058716,15.9098052698435,11.5505948339859,27.4604001038294
"191","Spi-C-1","1","10",2021-03-30,"A6","Mdi","off-species","stony coral","Spi","C","1",12H 12M 0S,6.81,25.8,101.9,13H 42M 0S,6.94,25.4,103.4,23.4,23.2,14H 13M 0S,6.62,25.4,99,15H 45M 0S,6.48,25.3,96.2,199,34.4,23.3,6.950426225,90,92,130.000000000001,140,1.02096,1.47472000000001,88.4832000000005,1.55363478260869,93.2180869565215,10.2013000000001,26.6143043478261,78.2819000000004,66.6037826086954,144.885682608696,14.03058716,5.57937448428213,4.74704172029073,10.3264162045729
"192","Spi-C-1","12","1",2021-03-19,"C4","Amu","off-species","stony coral","Spi","C","1",12H 25M 0S,6.7,25.5,100.4,13H 56M 0S,7.17,25.8,108.6,34.3,23.6,15H 7M 0S,6.59,25,98.4,16H 37M 0S,6.22,25.5,93.9,196,34.5,23.5,8.117810474,91,90,470,370,1.01679,5.25155274725275,315.093164835165,4.18013666666667,250.8082,57.1763406593409,36.4522611008327,257.916824175824,214.355938899167,472.272763074991,14.03058716,18.3824683339784,15.2777596870841,33.6602280210625
"193","Spi-C-1","3","14",2021-04-03,"A11","Csp","off-species","macroalgae","Spi","C","1",12H 12M 0S,6.68,25.8,100.8,13H 42M 0S,7.04,25.8,105.8,34.4,23.3,14H 15M 0S,6.5,25.5,97.7,15H 45M 0S,6.2,25.6,93.8,200,34.2,23.3,7.051835362,90,90,360,300,1.02549,4.10196,246.1176,3.4183,205.098,34.0068666666668,6.80073333333319,212.110733333333,198.297266666667,410.408,14.03058716,15.1177374770204,14.133212274394,29.2509497514144
"194","Spi-C-1","6","6",2021-03-25,"B4","Hcn","off-species","sponge","Spi","C","1",12H 29M 0S,6.55,25.8,99.3,14H 0M 0S,7.01,26,107,34.2,23.5,14H 29M 0S,6.58,25.3,99.3,16H 1M 0S,6.38,25.7,96.6,200,34.4,23.6,6.878144835,91,92,460,200,1.02353,5.17388791208791,310.433274725275,2.22506521739131,133.503913043478,19.961804347826,6.6886658485275,290.471470377449,126.815247194951,417.2867175724,14.03058716,20.7027309024927,9.03848468697663,29.7412155894693
"195","Spi-C-1","2","3",2021-03-21,"A7","Xsp","off-species","soft coral","Spi","C","1",12H 13M 0S,7.11,25.8,108.1,13H 43M 0S,7.5,25.6,113.7,34.3,23.3,14H 14M 0S,6.5,25.9,98.9,15H 44M 0S,6.26,25.3,94.4,195,34.3,23.3,6.874382174,90,90,390,240,1.02281,4.43217666666666,265.9306,2.72749333333334,163.6496,20.4013999999999,6.79793333333319,245.5292,156.851666666667,402.380866666667,14.03058716,17.4995669960258,11.1792660476703,28.6788330436961
"196","Spi-C-1","2","13",2021-04-02,"A7","Hsp","off-species","macroalgae","Spi","C","1",12H 13M 0S,6.7,25.4,100.5,13H 45M 0S,6.89,25.6,103.5,34.3,23,14H 14M 0S,6.57,26,99.8,15H 45M 0S,6.29,25.4,94.5,195,34.3,22.9,6.874382174,92,91,189.999999999999,280,1.02281,2.11232499999999,126.7395,3.14710769230769,188.826461538462,25.6724657922723,-6.65289130434769,101.067034207727,195.479352842809,296.546387050537,14.03058716,7.20333604397262,13.9323715118712,21.1357075558438
"197","Spi-C-2","1","11",2021-03-31,"A6","Xsp","off-species","soft coral","Spi","C","2",12H 9M 0S,6.9,25.7,104.2,13H 41M 0S,7.17,25.5,107.7,34.6,23.3,14H 9M 0S,6.55,25.7,98.7,15H 45M 0S,6.35,25.3,95.2,199,34.4,23.5,6.950426225,92,96,270,200,1.02096,2.99629565217391,179.777739130434,2.127,127.62,-9.97992391304327,32.9899429347828,189.757663043478,94.6300570652173,284.387720108695,16.28635925,11.6513248989935,5.81038742991116,17.4617123289046
"198","Spi-C-2","8","16",2021-04-05,"B9","Hsp","off-species","macroalgae","Spi","C","2",12H 22M 0S,6.62,25.2,100.3,13H 52M 0S,7,25.6,106.4,34.2,22.9,14H 22M 0S,6.63,25.3,100.7,15H 52M 0S,6.3,25.4,96.1,202,34.2,23.3,6.579251631,90,90,380,330,1.02544,4.32963555555556,259.778133333333,3.75994666666667,225.5968,23.8043666666668,37.4078333333331,235.973766666667,188.188966666667,424.162733333333,16.28635925,14.4890434408578,11.5550052518132,26.044048692671
"199","Spi-C-2","10","5",2021-03-24,"B11","Csp","off-species","macroalgae","Spi","C","2",12H 33M 0S,6.8,25.3,101.8,14H 6M 0S,7.22,25.9,109.5,34.1,23.5,14H 37M 0S,6.56,25.6,98.8,16H 8M 0S,6.2,25.6,93.4,195,34.2,23.3,7.004665894,93,91,420,359.999999999999,1.01669,4.59150322580645,275.490193548387,4.02207032967032,241.324219780219,2.5889306636152,-6.30129949121199,272.901262884772,247.625519271431,520.526782156203,16.28635925,16.7564314832839,15.204473600902,31.9609050841859
"200","Spi-C-2","10","4",2021-03-22,"B11","Ssp","off-species","soft coral","Spi","C","2",12H 28M 0S,6.74,24.7,99.9,13H 58M 0S,7.08,25.9,106.8,34.2,23.1,14H 35M 0S,6.61,24.9,99.1,16H 5M 0S,6.35,25.6,95.6,195,34.4,23.1,7.004665894,90,90,340,260.000000000001,1.01669,3.84082888888889,230.449733333333,2.93710444444445,176.226266666667,51.0097000000001,64.6107666666668,179.440033333333,111.6155,291.055533333333,16.28635925,11.0178113216637,6.8533119211404,17.8711232428042
"201","Spi-C-2","4","8",2021-03-28,"A12","Spi","within-species","stony coral","Spi","C","2",12H 16M 0S,6.83,24.9,101.1,13H 46M 0S,7.15,25.5,107,34.6,23.3,14H 16M 0S,6.43,25.7,96.4,15H 46M 0S,6.17,25.3,91.8,198,34.7,23.1,7.370305346,90,90,320,260,1.0268,3.65084444444445,219.050666666667,2.96631111111111,177.978666666666,-33.2703260869564,61.2173999999999,252.320992753623,116.761266666667,369.08225942029,16.28635925,15.4927807302067,7.16926753698292,22.6620482671896
"202","Spi-C-2","10","15",2021-04-04,"B11","Hcn","off-species","sponge","Spi","C","2",12H 45M 0S,6.37,25.5,97.8,14H 15M 0S,6.76,25.7,103.5,34.4,23.5,14H 49M 0S,6.5,25.3,99.1,16H 19M 0S,6.24,25.7,95.6,195,34.2,23.7,7.004665894,90,90,390,260,1.01669,4.40565666666666,264.3394,2.93710444444444,176.226266666666,27.2049333333334,16.96586007326,237.134466666666,159.260406593406,396.394873260073,16.28635925,14.5603116710487,9.77876050434086,24.3390721753895
"203","Spi-C-2","11","9",2021-03-29,"B12","Amu","off-species","stony coral","Spi","C","2",12H 34M 0S,6.71,25.2,99.9,14H 4M 0S,7.08,25.4,105.1,34.4,23.6,14H 39M 0S,6.6,25.2,98,16H 9M 0S,6.37,25.4,95.1,198,34.2,23.6,6.788963055,90,90,370,230,1.0185,4.18716666666667,251.23,2.60283333333333,156.17,10.2386732600733,9.87377419354847,240.991326739927,146.296225806451,387.287552546378,16.28635925,14.7971270337738,8.98274584029277,23.7798728740666
"204","Spi-C-2","3","2",2021-03-20,"A11","Mdi","off-species","stony coral","Spi","C","2",12H 18M 0S,6.79,25.4,101.3,13H 49M 0S,7.18,25.6,108.4,34.3,23.2,14H 21M 0S,6.6,25.54,98.8,15H 53M 0S,6.23,25.3,93.1,200,34.3,23.2,7.051835362,91,92,390,369.999999999999,1.02549,4.39495714285714,263.697428571428,4.12425326086956,247.455195652173,43.396084687052,26.5777471949509,220.301343884376,220.877448457222,441.178792341599,16.28635925,13.5267398012466,13.5621132425421,27.0888530437887
"205","Spi-D-1","6","14",2021-04-03,"B4","Csp","off-species","macroalgae","Spi","D","1",12H 18M 0S,6.64,25.7,100,13H 48M 0S,7.27,25.3,108.8,34.4,23.3,14H 21M 0S,6.48,25.4,97.4,15H 51M 0S,6.24,25.4,94,200,34.2,23.3,6.878144835,90,90,630,240,1.02353,7.16471,429.8826,2.72941333333334,163.7648,34.0068666666668,6.80073333333319,395.875733333333,156.964066666667,552.8398,11.76509277,33.6483307928334,13.3415069252078,46.9898377180412
"206","Spi-D-1","3","1",2021-03-19,"A11","Amu","off-species","stony coral","Spi","D","1",12H 5M 0S,6.83,24.7,101.4,13H 36M 0S,7.26,25.8,109.9,34.3,23.6,14H 48M 0S,6.51,25.8,98.5,16H 21M 0S,6.22,25.5,93.6,200,34.5,23.5,7.051835362,91,93,430,290,1.02549,4.84572197802197,290.743318681318,3.19776451612903,191.865870967742,57.1763406593409,36.4522611008327,233.566978021978,155.413609866909,388.980587888887,11.76509277,19.8525402721476,13.2097224310208,33.0622627031684
"207","Spi-D-1","9","6",2021-03-25,"B10","Hcn","off-species","sponge","Spi","D","1",12H 35M 0S,6.53,25.5,98.5,14H 6M 0S,7.18,26,109.7,34.2,23.5,14H 35M 0S,6.6,25.2,99.2,16H 6M 0S,6.31,25.6,95.8,195,34.4,23.6,7.024242937,91,91,649.999999999999,290,1.02596,7.32828571428571,439.697142857142,3.26954285714286,196.172571428571,19.961804347826,6.6886658485275,419.735338509317,189.483905580044,609.21924408936,11.76509277,35.6763305411077,16.1056023343235,51.7819328754312
"208","Spi-D-1","5","7",2021-03-27,"B2","Spi","within-species","stony coral","Spi","D","1",12H 19M 0S,6.86,25.8,104.4,13H 49M 0S,7.58,24,110.9,34.3,23.1,14H 27M 0S,6.39,27.2,99.3,15H 47M 0S,6.11,25.2,91.5,197,34.4,23.1,6.897020096,90,80,720,279.999999999999,1.02427,8.19416,491.6496,3.58494499999999,215.0967,-13.622933333333,-38.7994936708859,505.272533333333,253.896193670885,759.168727004218,11.76509277,42.9467530100345,21.580466778664,64.5272197886986
"209","Spi-D-1","8","13",2021-04-02,"B9","Hsp","off-species","macroalgae","Spi","D","1",12H 25M 0S,6.57,25.4,98.8,13H 58M 0S,6.79,25.3,102.5,34.3,23,14H 26M 0S,6.54,25.7,98.7,15H 57M 0S,6.22,25.5,94,202,34.3,22.9,6.579251631,93,91,220,320,1.02544,2.42577204301075,145.546322580645,3.60594285714286,216.356571428572,25.6724657922723,-6.65289130434769,119.873856788373,223.009462732919,342.883319521292,11.76509277,10.188942759044,18.9551809826417,29.1441237416857
"210","Spi-D-1","8","3",2021-03-21,"B9","Xsp","off-species","soft coral","Spi","D","1",12H 25M 0S,6.96,25.4,104.8,13H 55M 0S,7.44,25.9,113,34.3,23.3,14H 26M 0S,6.62,25.5,99.9,15H 56M 0S,6.27,25.5,94.9,202,34.3,23.3,6.579251631,90,90,480,350.000000000001,1.02544,5.46901333333334,328.1408,3.98782222222223,239.269333333334,20.4013999999999,6.79793333333319,307.739400000001,232.471400000001,540.210800000001,11.76509277,26.1569888156522,19.7594192026078,45.91640801826
"211","Spi-D-1","3","12",2021-04-01,"A11","Ssp","off-species","soft coral","Spi","D","1",12H 12M 0S,6.64,25.8,100.8,13H 44M 0S,7.19,25.6,109.2,34.6,23.3,14H 12M 0S,6.53,25.7,99.1,15H 43M 0S,6.24,25.4,93.9,200,34.4,23.5,7.051835362,92,91,550.000000000001,290,1.02549,6.13064673913044,367.838804347827,3.26804505494506,196.082703296703,-22.9680399719493,6.65210869565203,390.806844319776,189.430594601051,580.237438920827,11.76509277,33.2174893950943,16.1010710501224,49.3185604452167
"212","Spi-D-1","7","10",2021-03-30,"B7","Mdi","off-species","stony coral","Spi","D","1",12H 24M 0S,6.73,25.4,99.8,13H 54M 0S,7.22,25.4,107.5,23.4,23.2,14H 25M 0S,6.66,25.3,99,15H 57M 0S,6.34,25.4,94.5,199,34.4,23.3,6.989082655,90,92,489.999999999999,320,1.023,5.56966666666666,334.179999999999,3.55826086956522,213.495652173913,10.2013000000001,26.6143043478261,323.978699999999,186.881347826087,510.860047826087,11.76509277,27.5372839240263,15.8843921998319,43.4216761238583
"213","Spi-D-2","4","2",2021-03-20,"A12","Mdi","off-species","stony coral","Spi","D","2",12H 19M 0S,6.76,25.4,101,13H 52M 0S,7.1,25.8,106.5,34.3,23.2,14H 23M 0S,6.61,25.3,98.8,15H 54M 0S,6.3,25.3,94.2,198,34.3,23.2,7.370305346,93,91,340,310.000000000001,1.0268,3.75389247311828,225.233548387097,3.49789010989012,209.873406593407,43.396084687052,26.5777471949509,181.837463700045,183.295659398456,365.133123098501,14.82645874,12.2643894195361,12.3627403288114,24.6271297483475
"214","Spi-D-2","7","15",2021-04-04,"B7","Hcn","off-species","sponge","Spi","D","2",12H 39M 0S,6.36,25.5,97,14H 9M 0S,7.15,25.7,109.6,34.4,23.5,14H 43M 0S,6.51,25.5,99.5,16H 13M 0S,6.2,25.7,95,199,34.2,23.7,6.989082655,90,90,790,310,1.023,8.97966666666667,538.78,3.52366666666666,211.42,27.2049333333334,16.96586007326,511.575066666667,194.45413992674,706.029206593406,14.82645874,34.504197909815,13.1153462426011,47.6195441524161
"215","Spi-D-2","5","9",2021-03-29,"B2","Amu","off-species","stony coral","Spi","D","2",12H 19M 0S,6.78,25.5,101,13H 49M 0S,7.37,25.4,110.1,34.4,23.6,14H 25M 0S,6.63,25.5,99,15H 55M 0S,6.36,25.5,94.8,197,34.2,23.6,6.897020096,90,90,590,270,1.02427,6.71465888888889,402.879533333333,3.07280999999999,184.3686,10.2386732600733,9.87377419354847,392.64086007326,174.494825806451,567.135685879711,14.82645874,26.4824437823418,11.769150602071,38.2515943844127
"216","Spi-D-2","1","4",2021-03-22,"A6","Ssp","off-species","soft coral","Spi","D","2",12H 8M 0S,6.87,24.5,101.5,13H 38M 0S,7.19,25.5,108.5,34.2,23.1,14H 13M 0S,6.6,25.5,99.1,15H 44M 0S,6.5,25.2,97,199,34.4,23.1,6.950426225,90,91,320,99.9999999999996,1.02096,3.63008,217.8048,1.12193406593406,67.3160439560437,51.0097000000001,64.6107666666668,166.7951,2.70527728937691,169.500377289377,14.82645874,11.2498272800643,0.182462807661441,11.4322900877258
"217","Spi-D-2","4","11",2021-03-31,"A12","Xsp","off-species","soft coral","Spi","D","2",12H 15M 0S,6.8,25.7,102.5,13H 46M 0S,7.2,25.6,108.7,34.6,23.3,14H 16M 0S,6.57,25.6,99.2,15H 48M 0S,6.26,25.4,93.9,198,34.4,23.5,7.370305346,91,92,400,310.000000000001,1.0268,4.5134065934066,270.804395604396,3.4598695652174,207.592173913044,-9.97992391304327,32.9899429347828,280.784319517439,174.602230978261,455.3865504957,14.82645874,18.9380569184681,11.7763947575158,30.714451675984
"218","Spi-D-2","5","16",2021-04-05,"B2","Hsp","off-species","macroalgae","Spi","D","2",12H 16M 0S,6.66,25.1,100.8,13H 46M 0S,7.15,25.9,108.7,34.2,22.9,14H 16M 0S,6.63,25.4,100.8,15H 46M 0S,6.26,25.5,95.4,197,34.2,23.3,6.897020096,90,90,490,370,1.02427,5.57658111111111,334.594866666667,4.21088777777778,252.653266666667,23.8043666666668,37.4078333333331,310.7905,215.245433333334,526.035933333334,14.82645874,20.9618834443268,14.5176563809285,35.4795398252552
"219","Spi-D-2","2","8",2021-03-28,"A7","Spi","within-species","stony coral","Spi","D","2",12H 10M 0S,6.88,25.3,102.5,13H 41M 0S,7.45,25.5,111.5,34.6,23.3,14H 12M 0S,6.41,26,96.6,15H 43M 0S,6.15,25.3,91.5,195,34.7,23.1,6.874382174,91,91,570,260,1.02281,6.40661208791209,384.396725274725,2.92231428571428,175.338857142857,-33.2703260869564,61.2173999999999,417.667051361682,114.121457142857,531.788508504539,14.82645874,28.1703850316506,7.69714866807481,35.8675336997254
"220","Spi-D-2","1","5",2021-03-24,"A6","Csp","off-species","macroalgae","Spi","D","2",12H 13M 0S,6.97,25.4,104.5,13H 45M 0S,7.34,25.4,110.5,34.1,23.5,14H 18M 0S,6.56,25.9,99.4,15H 51M 0S,6.38,25.2,95.9,199,34.2,23.3,6.950426225,92,93,370,180,1.02096,4.1060347826087,246.362086956522,1.97605161290322,118.563096774193,2.5889306636152,-6.30129949121199,243.773156292907,124.864396265405,368.637552558312,14.82645874,16.4417653984519,8.42172756523014,24.863492963682
